,I.1,I.2,II,III,IV.1,IV.2
17,0.37071929497754136,1.8738115097027714,0.7041320743028909,0.19041719648998695,2.220446049250313e-16,2.220446049250313e-16
18,0.08575832130723925,2.3383503811063946,0.7819456120457897,0.00023492975884162375,0.06007936025700943,2.220446049250313e-16
19,0.3424893786365264,1.8621203171401588,0.5970079232945444,0.4431735406821586,2.220446049250313e-16,2.220446049250313e-16
20,0.04708261794166534,2.339667875394156,0.4738529932728068,0.3426950546219015,0.09189859468560509,2.220446049250313e-16
21,2.220446049250313e-16,2.6809528035028234,0.5099766667259398,0.04283715961647415,0.08465671026456083,2.220446049250313e-16
22,2.220446049250313e-16,3.113984022556138,0.30208020883636666,2.220446049250313e-16,0.08066371588674431,2.220446049250313e-16
23,2.220446049250313e-16,3.1306507295758395,0.3233527422285387,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
24,2.220446049250313e-16,2.681844685272564,0.5316839179294758,0.02931351198587085,2.220446049250313e-16,2.220446049250313e-16
25,2.220446049250313e-16,2.372196794987398,0.7422373545729771,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
26,2.220446049250313e-16,2.398995338140152,0.6793848776572159,0.036157522564387506,2.220446049250313e-16,2.220446049250313e-16
27,2.220446049250313e-16,2.0295788635647605,0.9296779297062574,0.08734186574960776,2.220446049250313e-16,2.220446049250313e-16
28,0.02392374803810582,1.8925642815096193,1.177575605774529,0.008607191477002911,2.220446049250313e-16,2.220446049250313e-16
29,2.220446049250313e-16,1.5306484283799673,1.4841909171742864,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
30,2.220446049250313e-16,1.5461771162668005,1.4369629251029503,0.0496705527824372,2.220446049250313e-16,2.220446049250313e-16
31,0.006817190418638907,1.5448787490279252,1.4486575452736343,0.01622141509947194,2.220446049250313e-16,0.02549361676335032
32,0.26052721126991063,1.3853475027929991,1.3622541591264554,2.220446049250313e-16,2.220446049250313e-16,0.050922353679922566
33,0.3497116649708471,1.2529414140386452,1.4420685767055008,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
34,0.3735645377388596,1.0853105950692727,1.5190599802896456,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
35,0.638709226233183,1.0022943070863588,1.2323240393944939,0.0171334680516956,2.220446049250313e-16,2.220446049250313e-16
36,0.8358098584697401,0.7013273785896444,1.1196654321470885,0.15459197775807137,2.220446049250313e-16,2.220446049250313e-16
37,1.4355155807659876,0.6429379398783283,0.5690291166323674,0.16963000106116788,2.220446049250313e-16,2.220446049250313e-16
38,1.6674800927389588,0.30322978840767856,0.44211231624299313,0.3510850614494024,2.220446049250313e-16,2.220446049250313e-16
39,1.8022731181601717,0.3837628581732364,0.3456598917482055,0.2596402200545166,2.220446049250313e-16,2.220446049250313e-16
40,1.9755696878685578,0.45159796355102394,0.18790259723186675,0.02817160354430529,2.220446049250313e-16,0.041354759075123836
41,1.7626654045158794,0.6816094097345934,0.18002328554347533,0.13533698273838132,2.220446049250313e-16,0.001802952154717277
42,1.7590948345876438,0.5249549697443906,0.2733252987464257,0.1780800119023173,2.220446049250313e-16,6.282858150416462e-13
43,1.7721149700626042,0.6443386178967794,0.1501171243309955,0.28092490236875844,2.220446049250313e-16,2.220446049250313e-16
44,1.4589595391117232,0.594271247035126,0.21982133019114025,0.5279730081395306,0.04548894519485873,2.220446049250313e-16
45,1.0147376220724174,0.8909456347848864,0.3747011905469065,0.6538182109926777,0.028669118655950735,2.220446049250313e-16
46,0.8285478184092816,1.1862217128146317,0.34626413814799706,0.5296131239781006,0.16395731169539074,2.220446049250313e-16
47,0.23861316406814015,1.6759906344648243,0.4467554990489355,0.5301652613931497,0.2230539968076049,2.220446049250313e-16
48,2.220446049250313e-16,2.7147729118428967,0.27142249995427037,0.20483792328688988,0.1734150768438388,2.220446049250313e-16
49,2.220446049250313e-16,2.9149808306953653,0.28467037501163245,2.220446049250313e-16,0.16323855210856214,2.220446049250313e-16
50,0.27324210169643276,2.8214546718308293,0.017011848136801035,0.1849539132723512,2.220446049250313e-16,2.220446049250313e-16
51,0.4847705334815519,2.625727862474757,2.220446049250313e-16,0.04921794862178355,2.220446049250313e-16,0.014034938894274767
52,0.06191430995245072,3.20151777437718,2.220446049250313e-16,0.0021571362961122073,2.220446049250313e-16,0.08172705252276052
53,2.220446049250313e-16,3.2623934118368925,0.14879994120424925,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
54,2.220446049250313e-16,3.195662540044131,2.220446049250313e-16,0.07768367233420007,0.0807577471237568,0.26013457762603126
55,2.220446049250313e-16,2.9681661415361322,0.16533230115164804,0.001071439387286469,0.12051072516823769,0.22871162315757088
56,2.220446049250313e-16,3.0104737988656454,0.2053311508410498,2.220446049250313e-16,0.11627933282757573,0.04352174597540423
57,6.3068273904552455e-12,2.9906948782237666,0.3092173471507935,2.220446049250313e-16,0.007429137420693605,2.220446049250313e-16
58,2.220446049250313e-16,2.8935401094515605,0.3552198034514756,0.04563658663917232,0.012002986000768427,2.220446049250313e-16
59,0.02772782804535681,2.4579985046768074,0.694172654337112,0.021934027309450762,0.0372101500467093,2.220446049250313e-16
60,0.0431494856263091,1.7774827163897957,1.1645850219706295,0.13071285177522105,2.220446049250313e-16,2.220446049250313e-16
61,5.2545786194362285e-14,1.4368956090415503,1.7064113671527692,0.05859398356801752,2.220446049250313e-16,2.220446049250313e-16
62,0.1548067303073089,1.2344778008534594,1.6184977701900913,0.1434689101714911,2.220446049250313e-16,2.220446049250313e-16
63,0.2587194141886321,0.749942731513057,1.8420567573446531,0.08743193227629849,2.220446049250313e-16,0.007179819585854521
64,0.4498086791335317,0.6905022644799923,1.7528781249760914,2.220446049250313e-16,2.220446049250313e-16,0.0049976930786252574
65,0.4629039474650323,0.9677021152442961,1.452212161634684,2.220446049250313e-16,4.817543501047332e-06,0.021058879954972465
66,0.9067600797299229,0.8954226805539401,1.1360266791442812,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
67,0.6697968857293449,0.9562613047361195,1.3812011161388225,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
68,0.6057675462027186,0.6826428327896144,1.509471148901384,0.07603411846008934,2.220446049250313e-16,2.220446049250313e-16
69,0.8627928618317937,0.6241618901575567,1.1878428649548036,0.1383415990454023,2.220446049250313e-16,2.220446049250313e-16
70,1.1498616687895025,0.4362175531089783,1.0022388063873473,0.2556096840010325,2.220446049250313e-16,2.220446049250313e-16
71,1.6299528214151702,2.220446049250313e-16,0.7201216122747819,0.2716646513022446,2.220446049250313e-16,2.220446049250313e-16
72,1.4912918158306943,0.25221469882511094,0.6177254643582984,0.1832632339275682,2.220446049250313e-16,0.05839564317292514
73,1.813490430993108,0.12951109270645403,0.5047524242748358,0.20598606906863076,0.04578763630999693,1.0937858881349488e-07
74,1.6071487644670395,0.0959617779294648,0.7144476071301319,0.2093709586914358,0.07270581545456581,1.9829023094110315e-11
75,1.9527093548293621,0.03577450133127732,0.2745573488856467,0.2276268156170976,0.08449771473585539,0.0010671571329397278
76,2.2594893805109035,0.2392866912638016,0.023627733885196938,0.06444034692305231,2.220446049250313e-16,0.043850251995059174
77,2.3938103609318193,0.21384212740630448,2.220446049250313e-16,1.2325908812597376e-14,0.029736801136668243,0.04251397650630414
78,2.465434429381256,0.057526370402902656,2.220446049250313e-16,0.021098842194550108,0.04614903910589053,0.05697512548394565
79,2.317510502822285,0.16755752645716668,0.024263546721018173,0.12021401655208055,0.04642002366626674,2.220446049250313e-16
80,2.326394462928244,0.13267340168227024,0.025007740875612066,0.14950692853745423,2.220446049250313e-16,2.220446049250313e-16
81,2.00795403802833,0.6489811300856552,2.220446049250313e-16,0.20586623313115548,2.220446049250313e-16,2.220446049250313e-16
82,1.592404225378069,0.7474150502701197,0.026728556009808238,0.5454836055575613,2.220446049250313e-16,2.220446049250313e-16
83,1.3132663695454239,0.8393418475870609,0.04317907281722869,0.6871663329458463,2.220446049250313e-16,2.220446049250313e-16
84,1.0423863320022966,0.9988121301960388,0.17090186982728353,0.7862643301711615,2.220446049250313e-16,2.220446049250313e-16
85,1.094747442940823,1.7082072879989234,2.220446049250313e-16,0.18949998998088502,2.220446049250313e-16,2.220446049250313e-16
86,0.29660442747579097,2.7122283607492705,2.220446049250313e-16,0.07930999807302569,2.220446049250313e-16,0.11391640826994612
87,0.22236182694475606,2.9219109756426818,0.025217992083085016,2.220446049250313e-16,2.220446049250313e-16,0.12966455768625793
88,0.08048591014014712,3.18183750821895,2.220446049250313e-16,0.004390333120166617,2.220446049250313e-16,0.19434144381509064
89,2.220446049250313e-16,3.306293744291359,0.09923939404977448,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
90,1.8976873349290655e-11,3.359660272446158,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.04423814486462455
91,2.220446049250313e-16,3.4331750520042945,2.220446049250313e-16,2.220446049250313e-16,0.0017605442193597937,2.220446049250313e-16
92,0.08792481672378963,3.2044759284604374,0.011476000199736583,2.220446049250313e-16,0.05253262108076453,0.08971318290139504
93,2.220446049250313e-16,3.2373768111048635,2.220446049250313e-16,0.16581700812304404,2.220446049250313e-16,2.220446049250313e-16
94,0.0213998315324258,3.174037631834921,2.220446049250313e-16,0.1340563410775071,0.07666785286417009,2.220446049250313e-16
95,0.0624685826036972,3.2737151559457054,0.0016875354358124334,0.06138314876889674,0.08328627681760647,2.220446049250313e-16
96,0.013686127025556835,2.9448661149153255,0.06537127896693387,0.23597307124161893,1.689847178729565e-05,2.220446049250313e-16
97,0.09740258368749172,2.560643484511116,0.04699045680200772,0.412280453455385,2.220446049250313e-16,2.220446049250313e-16
98,0.05499768020582469,2.274354863884545,0.6891695785097542,0.31247656533811863,2.220446049250313e-16,2.220446049250313e-16
99,0.011107538556514166,1.330847150896432,1.500037455592699,0.26558271094926295,2.220446049250313e-16,2.220446049250313e-16
100,0.21644757073453078,0.4677567247370033,2.045713341967138,0.00021243598258839148,0.03689868192575352,0.06378166900067651
101,0.3208526578229284,0.5935488501662864,2.0166340546574997,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
102,0.2448878217878734,0.19183759883982415,2.369607803883147,0.005449436422021025,2.220446049250313e-16,2.220446049250313e-16
103,0.3112569659940463,0.3069745270746904,2.1561364538881267,0.032035705452106086,2.220446049250313e-16,2.220446049250313e-16
104,0.4667282279210858,0.2668163172110116,1.9594459909007222,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
105,0.7796415521553114,0.536563912225855,1.662775106750986,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
106,1.0085403146692646,0.35168656174641527,1.4374056778404334,2.220446049250313e-16,0.0986023387659504,2.220446049250313e-16
107,0.9002132578574039,0.4985006796375395,1.442870467935513,0.00452733457653071,4.824228011649768e-10,2.220446049250313e-16
108,1.019999723174742,0.24446358971186632,1.2277013994175725,2.220446049250313e-16,0.200423511956321,2.220446049250313e-16
109,1.492811964388702,0.3530017292476503,0.8019893426146032,2.220446049250313e-16,0.05714535037988532,2.220446049250313e-16
110,1.566274688699116,0.3507606987608804,0.5833149736827495,0.17248040892004893,0.0017265056337688112,2.220446049250313e-16
111,2.059077230719035,0.581201350836592,0.1275843171654286,0.004275520949589121,2.220446049250313e-16,2.220446049250313e-16
112,2.109340807715865,0.1568107367291003,0.33102997708497134,0.001546939979702077,0.06625437078359957,2.220446049250313e-16
113,1.8747079483329083,0.1279302862237569,0.3585155703829335,0.23655492566021116,0.0826029405484342,2.220446049250313e-16
114,2.0888868851823243,0.14661189729792615,0.31964523977706055,0.18128212171290517,2.220446049250313e-16,2.220446049250313e-16
115,2.236043650519884,2.220446049250313e-16,0.44316942743001875,0.09945644314176998,0.012502212810806943,2.220446049250313e-16
116,2.3499307630030404,2.220446049250313e-16,0.20121932232846293,0.01959281442282605,0.027939830149001393,0.0411089919266163
117,2.511588517822676,2.220446049250313e-16,0.11398663006357126,7.501016460776898e-13,0.08850651528848073,0.017430031241041394
118,2.4494989614683718,2.220446049250313e-16,0.05197245912377132,0.12894023195697416,0.06719632599378003,2.220446049250313e-16
119,2.4091638977030843,0.06800672485159504,2.220446049250313e-16,0.04153565442981901,4.5436047021856606e-11,0.1436865524724303
120,2.4983518355570755,0.039769095545376415,2.220446049250313e-16,0.18941488869284545,2.220446049250313e-16,0.03274618480487944
121,2.316223725236404,0.1623250673237635,0.004011390915611546,0.2447485191978771,2.220446049250313e-16,5.972831694568356e-13
122,2.251134226730613,0.14062804480521074,2.220446049250313e-16,0.34239971934111285,2.220446049250313e-16,2.220446049250313e-16
123,1.8895571754481453,0.42531416225241647,2.220446049250313e-16,0.4386822558900517,2.220446049250313e-16,2.220446049250313e-16
124,1.4332076913463594,0.6304517366506776,2.220446049250313e-16,0.8384534308910797,2.220446049250313e-16,1.1844505356532193e-10
125,1.126237793842938,1.0475560158226112,2.220446049250313e-16,0.8677157347964622,2.220446049250313e-16,2.220446049250313e-16
126,1.0133828377758598,1.1907039140580096,0.0801875460646341,0.6937662371302564,2.220446049250313e-16,2.220446049250313e-16
127,0.5952664042986737,1.3178493190117289,0.047032699811710654,0.9716186209558769,2.220446049250313e-16,2.220446049250313e-16
128,0.40971151843577586,2.2563089171941804,0.03139873108624302,0.39514385288753406,0.0013786059835654034,2.220446049250313e-16
129,0.05970857607153368,2.945668430790967,2.220446049250313e-16,0.21229554154729235,2.220446049250313e-16,0.09574224086878286
130,0.21729611822608652,3.043029506021004,2.220446049250313e-16,2.220446049250313e-16,0.030738847982852497,0.03095608225695666
131,0.08468215142201908,2.894937730119018,2.220446049250313e-16,2.220446049250313e-16,0.21366576520904654,0.12525282686190173
132,2.220446049250313e-16,3.3608292663272086,2.220446049250313e-16,2.220446049250313e-16,0.07907294678145918,4.38128826439262e-05
133,2.220446049250313e-16,3.365875530213579,2.220446049250313e-16,0.05906522337140691,2.220446049250313e-16,2.220446049250313e-16
134,2.220446049250313e-16,2.441121161116078,2.220446049250313e-16,0.16011372176125882,0.34521141586930465,0.36211207316310046
135,0.22893255169188192,2.7024663475382225,2.220446049250313e-16,0.1481728578795405,0.14400909308566967,0.023983708915067594
136,0.17217211612533867,2.274633525684631,2.220446049250313e-16,0.7214239785281001,0.1057893087240266,2.220446049250313e-16
137,0.0379911390109516,1.977723860067128,2.220446049250313e-16,1.0436782819520947,0.016214899974297713,2.220446049250313e-16
138,2.220446049250313e-16,1.617267117355674,0.014194225387298394,1.1350489923835578,0.07225573216067398,2.220446049250313e-16
139,2.220446049250313e-16,1.597357387992969,0.07627946867589443,1.1961488126851518,0.03075369800596913,2.220446049250313e-16
140,0.034098961579057764,1.5992091745800785,0.16353816266248244,1.1191281339431087,0.09643172110028929,2.220446049250313e-16
141,0.11487766757836089,1.5864934069910237,0.5968631141556097,0.8018012754667864,2.220446049250313e-16,2.220446049250313e-16
142,2.220446049250313e-16,0.8327504150905043,1.4344287776782365,0.7235581543044975,2.220446049250313e-16,2.220446049250313e-16
143,2.220446049250313e-16,0.43228268146730403,2.1872131551763565,0.3602520080187056,2.220446049250313e-16,2.220446049250313e-16
144,0.059819011357054974,0.14554596747720833,2.495146787814823,0.15715214234393005,2.220446049250313e-16,2.220446049250313e-16
145,0.0009886704815091078,0.1429213260190976,2.6573527712172598,0.04937430447932964,2.220446049250313e-16,2.220446049250313e-16
146,0.09972586329128137,0.10757541464238275,2.529784354164161,0.02569915271902439,2.220446049250313e-16,2.220446049250313e-16
147,0.17717598516895844,0.182122790702552,2.520306506525422,0.006285296655485935,2.220446049250313e-16,2.220446049250313e-16
148,0.4198698356608589,0.21062347535371242,2.2595625605576948,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
149,0.5873855346231385,0.1367767206159755,1.9260602425006352,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
150,0.719474400012525,0.37454151875847824,1.6067117467491683,2.220446049250313e-16,0.06841770429981864,2.220446049250313e-16
151,0.9459958034018605,0.2346194279461631,1.550363919155723,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
152,1.0990020916899907,0.16978935728454617,1.3964220300867736,1.0104432426929112e-12,2.220446049250313e-16,2.220446049250313e-16
153,1.4581062468632002,0.36305488271834946,0.7853908555134903,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
154,1.8936184634198805,0.13723383444676454,0.5046701355596138,2.220446049250313e-16,0.029043071275217255,2.220446049250313e-16
155,1.9239735482727298,0.17200043739053295,0.5543574159712991,2.220446049250313e-16,0.040518340559800005,2.220446049250313e-16
156,2.0217141013792856,0.4016877789683237,0.2911442623365388,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
157,2.209856886299008,0.20816122229054818,0.24777640750088853,2.220446049250313e-16,2.220446049250313e-16,0.041241387171367994
158,2.40262772259051,0.04473755796320766,0.12415940983579088,0.02628459379463187,0.04544848286543559,2.220446049250313e-16
159,2.4210883252756927,0.12676339764372874,0.10003296589282702,0.006131878854440794,2.220446049250313e-16,2.220446049250313e-16
160,2.2602510555143493,0.009504445708734176,0.2489149596397529,0.01777921074796853,2.220446049250313e-16,0.017059834900767304
161,2.294518649288819,0.026593669762740413,0.19580537159322073,0.02169626411835588,2.220446049250313e-16,2.220446049250313e-16
162,2.497316138964606,0.04270263002944263,0.10229945301968302,2.220446049250313e-16,1.8577898739694728e-11,2.220446049250313e-16
163,2.5119305822158013,0.05258086005012203,0.12418996218242678,2.220446049250313e-16,2.220446049250313e-16,0.01320845929018178
164,2.5915204928863247,2.220446049250313e-16,0.03025341531056536,2.220446049250313e-16,2.220446049250313e-16,0.03203817284316394
165,2.4945696654851597,2.220446049250313e-16,2.220446049250313e-16,0.0274903625848404,2.220446049250313e-16,0.1596819857321407
166,2.4289288620183043,0.15417785224055777,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.2547840984908274
167,2.4095315639195665,0.24350697638084823,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.08384434403034816
168,2.582713849988622,3.334594113422958e-06,2.220446049250313e-16,0.0003249289486689353,2.220446049250313e-16,0.030816836527578752
169,2.5405374709544155,0.09222420624384,2.220446049250313e-16,0.08405254002319623,2.220446049250313e-16,2.220446049250313e-16
170,2.2810093348963947,0.11236092091397494,2.220446049250313e-16,0.2995816286034192,2.220446049250313e-16,2.220446049250313e-16
171,2.2166253819725834,0.11815229252034368,2.220446049250313e-16,0.43945907882295976,2.220446049250313e-16,2.220446049250313e-16
172,1.6918485546777677,0.77760814340747,2.220446049250313e-16,0.3297893317564336,3.63833785610865e-13,2.220446049250313e-16
173,1.5830780105901412,0.620334416822013,0.045885744638935126,0.5449922575800482,0.06552472252648862,2.220446049250313e-16
174,0.9402538816161176,1.4514197324419584,0.01400017651437162,0.2968502914140906,0.2067122167743108,2.220446049250313e-16
175,0.31367209920517614,2.1849641175853454,2.220446049250313e-16,0.41126836332860334,0.15030318813165583,0.000786581634172597
176,0.24437172288729422,2.595992225897189,2.220446049250313e-16,2.220446049250313e-16,0.2598358269725596,2.3411368161435654e-08
177,0.11480558852020088,2.7771689361691556,2.220446049250313e-16,0.11484105236519927,0.16127176944656743,0.12094311997378183
178,2.220446049250313e-16,2.762908767490357,2.220446049250313e-16,0.031337520544939344,0.13898798898652684,0.3649395963553149
179,2.220446049250313e-16,3.1166986972309347,2.220446049250313e-16,0.020272567267841872,0.18595381959570076,7.853458359156898e-09
180,0.060711885013517514,2.900721113328538,2.220446049250313e-16,2.3573767981656684e-12,0.17234174959681356,0.20149739857361704
181,2.220446049250313e-16,2.6137459402764147,2.220446049250313e-16,0.5324469390427906,0.1316653619265979,2.220446049250313e-16
182,0.04834689622299125,1.837853305992835,2.220446049250313e-16,0.45130352160592163,0.6912824600343177,0.09837959912928297
183,0.16061339044202333,2.0669642407916258,2.220446049250313e-16,0.48500195741211866,0.5355820835851336,2.220446049250313e-16
184,5.099664269230761e-07,2.036993315989078,0.05345926381865288,0.8707691068784582,0.3081773424190662,2.220446049250313e-16
185,0.03881954881922483,1.6970469210633787,0.04864695879484175,1.1362466847776345,0.07949198206406875,2.220446049250313e-16
186,2.220446049250313e-16,1.0772241035457881,0.028577441203500007,1.6232027251442391,0.015717082166304176,2.220446049250313e-16
187,0.010381654539285665,0.8148052363216574,0.08625769301138173,1.8523422474514182,2.220446049250313e-16,2.220446049250313e-16
188,0.036137671210241334,0.8875044111658114,0.24599563200340213,1.6430843070111154,2.220446049250313e-16,2.220446049250313e-16
189,2.220446049250313e-16,0.6229692361669389,0.6924303505483471,1.5764619114053875,2.220446049250313e-16,2.220446049250313e-16
190,2.220446049250313e-16,0.4153915994628512,1.252271884730457,1.3115364863983208,2.220446049250313e-16,2.220446049250313e-16
191,2.220446049250313e-16,8.763165820453424e-11,1.9865358682060563,0.933521938249234,2.220446049250313e-16,2.220446049250313e-16
192,2.220446049250313e-16,2.220446049250313e-16,2.285416983972328,0.5282699250962084,2.220446049250313e-16,2.220446049250313e-16
193,0.012737442959270531,0.134787968247928,2.4056748352449673,0.13579018072164453,0.005570389070048837,3.5079208929243397e-14
194,2.220446049250313e-16,2.220446049250313e-16,2.5873455530776552,0.12838265614539934,2.220446049250313e-16,2.220446049250313e-16
195,0.08931481438104548,0.017578436553345313,2.596687043409336,0.07159001774009238,0.0005987869301331609,2.220446049250313e-16
196,0.42059391157654696,0.15597252741652234,2.2036613024632192,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
197,0.2955502650537786,0.29374748108881626,2.1403401049574327,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
198,0.6398291077587793,0.2041419868972154,2.0040001699137178,2.220446049250313e-16,0.04937617779000889,2.220446049250313e-16
199,0.5931368651083156,0.1637089470103491,1.5927886373666478,2.220446049250313e-16,0.4744309035737993,2.220446049250313e-16
200,0.721365245496798,0.35347767447446693,1.5093578190153014,2.220446049250313e-16,0.10803294926701354,2.220446049250313e-16
201,0.8861597490809764,0.46095892368641583,1.4738614023533287,2.220446049250313e-16,0.057319498363079716,2.220446049250313e-16
202,0.9086958078334415,0.5476267308477812,1.1676372295097075,0.026364211505194055,0.18443380269847423,2.220446049250313e-16
203,1.4623515095011317,0.22041856194727974,0.8631816639329316,2.220446049250313e-16,0.2920932545406477,2.220446049250313e-16
204,1.848508101924385,0.28323951289988514,0.47778212810104914,2.220446049250313e-16,0.22488348668238403,2.220446049250313e-16
205,1.8895356921172608,0.21331825611876612,0.4872347511006772,2.220446049250313e-16,0.1719505052411699,2.220446049250313e-16
206,1.7952160728282744,0.35016915320937964,0.5908753147596252,0.034644642583215854,2.456501696960162e-06,2.220446049250313e-16
207,2.2367455347047653,0.03549311518042763,0.28652005196953767,0.11880973184099076,2.220446049250313e-16,2.220446049250313e-16
208,2.2256534210208416,0.024251651187341353,0.19330590128826933,0.17407831238705992,0.1721425825190096,2.220446049250313e-16
209,2.578210071636389,0.018512290532350224,0.04426668979624733,0.0802942082729615,2.220446049250313e-16,2.220446049250313e-16
210,2.4085341769146447,0.10786620508085844,0.28633509880077707,5.221180387222412e-13,2.220446049250313e-16,2.220446049250313e-16
211,2.523216518268543,2.220446049250313e-16,0.19645339849855134,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
212,2.494235247528418,2.220446049250313e-16,0.16249653364769315,0.002437646594686542,2.220446049250313e-16,0.04692075869734898
213,2.6444884592329188,2.220446049250313e-16,0.09585208075437114,0.03941161756139605,2.220446049250313e-16,1.768844790590869e-05
214,2.6362273890998953,2.220446049250313e-16,0.04054618432325747,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
215,2.7042806028403943,0.013240645967375604,0.04563338927750926,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
216,2.5872213229437033,0.1037827594153272,0.02935126639672969,0.10141948750458693,2.220446049250313e-16,2.220446049250313e-16
217,2.5765278650898136,2.220446049250313e-16,0.016839848449108547,0.1325845128117773,2.220446049250313e-16,2.220446049250313e-16
218,2.491956837041033,0.011639791146939377,0.12354550736217708,0.12570039431628063,2.220446049250313e-16,2.220446049250313e-16
219,2.245451805269207,0.31114719745504105,2.220446049250313e-16,0.20258007479809892,2.220446049250313e-16,2.220446049250313e-16
220,2.261806005177939,0.2602622365193539,0.01873171124054134,0.31039862528670226,2.220446049250313e-16,2.220446049250313e-16
221,1.8054378660513748,0.48316645429164456,2.220446049250313e-16,0.4693994553624973,0.009017155003415408,2.220446049250313e-16
222,1.316233168244089,0.6495307561701736,0.18838923927779114,0.48287256211191415,0.12762846245327159,2.220446049250313e-16
223,0.8148246401274287,1.0001665495912286,0.5156704559763723,0.591125179122373,0.01366336532488187,1.2937436368908417e-13
224,0.8407792285775352,1.8287151409632207,0.0006529066842965384,0.4185762668975843,0.08083206846999573,2.220446049250313e-16
225,0.42715552824111075,2.3569584080053345,5.156315611562169e-09,0.2175841700978283,0.1818944247728513,0.05007865211173059
226,0.7043051916456,1.826506489760911,2.220446049250313e-16,0.10117308462486006,0.2513698092346286,0.306667936804224
227,0.4474017523543804,2.0653365598827436,2.220446049250313e-16,0.028728358526166932,0.48292860403085996,0.16811016411411842
228,0.2513633405535233,2.4773738151542544,2.220446049250313e-16,0.03397431426958747,0.2808164604487154,0.24870962687312737
229,0.1632506217608396,2.33362345434342,2.220446049250313e-16,0.1695849026912906,0.49736874453346525,0.11678648313079024
230,0.139443095025056,2.8122657660395833,2.220446049250313e-16,0.1353195853590102,0.2086849498703256,0.026214911738588923
231,2.220446049250313e-16,2.486255200757207,0.010819306907083978,0.6840630326476834,0.14030094778980684,2.220446049250313e-16
