,I.1a,I.1b,I.2,II,III.a,III.b,IV.1a,IV.1b,IV.2
26,2.220446049250313e-16,2.220446049250313e-16,3.060859038507119,1.1719330446434406,0.0679236306839965,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
27,2.220446049250313e-16,2.220446049250313e-16,2.6362636779122366,1.4202499304052225,0.14722237418940456,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
28,0.07555289042424165,2.220446049250313e-16,2.4998862733786575,1.6624477553077086,0.05208609166027054,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
29,2.220446049250313e-16,0.2598029926297767,2.0359217684172166,1.8902342979780595,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
30,2.220446049250313e-16,0.22004073073189992,2.004338392882158,1.8729886252040755,0.09757573442825318,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
31,2.220446049250313e-16,0.5976078232266654,1.8287619441555398,1.6669738567435737,2.220446049250313e-16,0.1100773756144898,2.220446049250313e-16,0.07078498767787977,2.220446049250313e-16
32,2.220446049250313e-16,0.6561169861162712,1.5978132069516977,1.690151497179352,2.220446049250313e-16,0.13588916871677803,2.220446049250313e-16,0.27999702210611216,2.220446049250313e-16
33,0.21548647635342855,0.5886891220792766,1.4898135068167848,1.836663717747403,2.220446049250313e-16,0.0697477322190564,2.220446049250313e-16,0.13196532066780006,2.220446049250313e-16
34,0.40387157128622553,0.6223442551559926,1.3127299135619241,1.884575371879685,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,7.946812449366512e-13,2.220446049250313e-16
35,0.5626577212904127,0.9274056836374948,1.1974860070378595,1.4593217295103056,0.049037032927141,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
36,0.9167163484522303,0.7450591700774639,0.805284743651847,1.4017828076244663,0.23663338602945652,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
37,2.060545818690992,0.3039474555127998,0.8637045418965148,0.758072674566638,0.19712453676487487,2.220446049250313e-16,2.220446049250313e-16,0.08449693313026284,2.220446049250313e-16
38,2.7191280797444106,2.220446049250313e-16,0.4408386967061387,0.6101724364708805,0.28390197560504343,0.21286031930788266,2.220446049250313e-16,0.018309778171927613,2.220446049250313e-16
39,3.095423032460111,2.220446049250313e-16,0.4851188363607423,0.5084761308825431,0.20560418929674948,2.180783796922347e-06,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
40,3.1986443375896214,2.220446049250313e-16,0.6239391110523965,0.31112429055636825,5.619818490515139e-10,2.220446049250313e-16,2.220446049250313e-16,0.05684256342042605,2.220446049250313e-16
41,2.877237024126089,0.0651900700304863,0.8536315698702845,0.29622575140275564,0.11600853144336873,2.220446049250313e-16,9.265625749210639e-15,0.047791073898073265,2.220446049250313e-16
42,2.8479231530917914,2.220446049250313e-16,0.7577299887492841,0.3814965081282309,0.1847472143125452,2.220446049250313e-16,0.04118289595125255,0.007802384245484134,2.220446049250313e-16
43,2.960386830173305,2.220446049250313e-16,0.9136605569624029,0.20604781374153222,0.30796991911675675,2.220446049250313e-16,2.2161512658029873e-10,2.220446049250313e-16,2.220446049250313e-16
44,2.554788234035815,2.220446049250313e-16,0.757292504301773,0.2849930144377871,0.5861133087273159,2.220446049250313e-16,0.1190833751947107,2.220446049250313e-16,2.220446049250313e-16
45,1.79322584937449,2.220446049250313e-16,1.1332950782872733,0.48249783668230206,0.8226547524333536,2.220446049250313e-16,0.11895918346728053,2.220446049250313e-16,2.220446049250313e-16
46,1.5610476523829477,2.220446049250313e-16,1.5601451688405699,0.467497532577943,0.6450493281189473,2.220446049250313e-16,0.1859122447811554,0.028933029448576685,2.220446049250313e-16
47,0.5782968640581936,2.220446049250313e-16,2.1045220165109275,0.687698412167728,0.5319082413118091,0.18609325915869507,0.05278621441742411,0.3168548211027303,2.220446049250313e-16
48,2.220446049250313e-16,2.220446049250313e-16,3.6603367377844904,0.5352757078854642,0.2571156730452316,2.220446049250313e-16,0.039503738082867126,0.23711421074368005,2.220446049250313e-16
49,2.220446049250313e-16,2.220446049250313e-16,3.9188851795325657,0.5671620142888488,2.220446049250313e-16,2.220446049250313e-16,0.07647314469404269,0.16026701209584102,2.220446049250313e-16
50,0.29276208502569795,2.220446049250313e-16,3.8485209628404298,0.09949340369633278,0.19120600458454065,2.220446049250313e-16,2.220446049250313e-16,0.31166357614080814,2.220446049250313e-16
51,0.4077783848607096,3.1922212862992664e-16,3.554973641122853,0.033209926788418394,0.01830962784415708,0.11227702488085543,2.220446049250313e-16,0.5402943755385134,2.220446049250313e-16
52,0.07566451816733546,2.220446049250313e-16,4.336266528940007,0.05489149021474546,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.28894136470706516,2.220446049250313e-16
53,2.220446049250313e-16,2.220446049250313e-16,4.392323427290778,0.38660250300180654,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.013870220696564923,2.220446049250313e-16
54,2.220446049250313e-16,2.220446049250313e-16,4.342519592764177,0.09828161487076521,0.11382354357483551,2.220446049250313e-16,2.220446049250313e-16,0.3533641808576194,0.20500472392590427
55,2.220446049250313e-16,1.349283865430281e-14,3.96780643104869,0.3401378311194136,0.0034434438030944464,2.220446049250313e-16,2.220446049250313e-16,0.4415736368470831,0.16305534373388422
56,2.220446049250313e-16,0.16688084494233574,4.100939221295718,0.36398122267153205,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.14491502580751142
57,2.220446049250313e-16,0.022746030213334347,3.8353814104328356,0.5558363772572066,2.220446049250313e-16,0.11294999138970939,2.220446049250313e-16,0.115888373304019,0.014581210609719467
58,2.220446049250313e-16,2.220446049250313e-16,3.4679012796407185,0.7108556813946317,0.059495258222048875,0.3666937289423748,2.220446049250313e-16,0.05643894955522345,2.220446049250313e-16
59,0.06678080118878556,2.220446049250313e-16,2.711963452637094,1.0342141602727681,2.220446049250313e-16,0.7234579062410369,2.220446049250313e-16,0.09964179597433227,2.220446049250313e-16
60,0.1010867854807701,2.220446049250313e-16,2.0476356232239485,1.5443922291245558,0.0775658993918718,0.6942900639387566,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
61,0.17252667775751426,2.220446049250313e-16,1.5279470975572125,2.2025438906862655,2.220446049250313e-16,0.6211294523914882,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
62,0.5110568745647349,6.98526545033453e-11,1.3651780228636894,2.0412064026787937,0.026027023477466302,0.5563518693960833,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
63,0.14143617931354588,0.36064379944869884,0.8518905587923038,2.3812062070782556,2.220446049250313e-16,0.3343044409259167,2.220446049250313e-16,0.1341759797304643,2.220446049250313e-16
64,0.10763730565975548,0.7837851872151622,0.8596932781522583,2.1699812839969614,2.220446049250313e-16,0.05874917034254671,2.220446049250313e-16,0.18325382174814409,2.220446049250313e-16
65,2.220446049250313e-16,1.072197655143112,1.349876115092565,1.5698861639812236,2.220446049250313e-16,0.0007602979790764359,2.220446049250313e-16,0.24923425455526285,2.220446049250313e-16
66,0.4320700196342138,1.382150129635543,1.2609499480177537,1.2260719363683599,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.10455122075356338,2.220446049250313e-16
67,0.11935768629960328,1.2063867115229954,1.2410250016160609,1.5714847806446106,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.2905771879034365,2.220446049250313e-16
68,0.08936080978189087,1.3436547415152063,0.6718746185008522,1.6476276826060936,2.220446049250313e-16,0.30835495851745676,2.220446049250313e-16,0.22825139665927954,2.220446049250313e-16
69,0.4901410568908597,1.1513097049769594,0.7010507512616657,1.3225360547316114,3.249461572533933e-15,0.3748388076270954,2.220446049250313e-16,0.25073639132808534,2.220446049250313e-16
70,0.9670669444082939,1.089088974932541,0.5457163970772925,1.1801584567464938,0.344270652105896,8.468653582131912e-10,2.220446049250313e-16,0.15346072999586702,2.220446049250313e-16
71,1.9352094027415414,0.8290485685604475,6.4874676329205e-11,0.8803608888132143,0.3267118215586245,0.10726375159436762,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
72,2.216011219333212,0.09545577665612777,0.3037255115792053,0.8379586073259994,7.404599966273505e-13,0.3813630892158839,2.220446049250313e-16,0.2333280006376669,2.220446049250313e-16
73,2.5069116092443244,0.3718778441345133,0.17010290307064027,0.590290062634159,0.05180008508937478,0.2972507330200081,2.220446049250313e-16,0.3201981588027026,2.220446049250313e-16
74,2.3809165817264852,0.1979880456853353,0.15240285887288652,0.8954630915841405,0.10104884210946151,0.28743899011889845,2.220446049250313e-16,0.20626233167881514,2.220446049250313e-16
75,2.7334888374760764,0.5313018544029401,0.021343418105526413,0.2840666357002707,0.017215411485675087,0.44202108172322474,2.220446049250313e-16,0.18217665577716827,2.220446049250313e-16
76,3.0327560062171104,0.6829725212401547,0.32576317913333647,0.02518152971644006,0.05444040153426007,0.0692453826494464,2.220446049250313e-16,0.05814607002219751,2.220446049250313e-16
77,3.140054200701914,0.7005332514300989,0.2647793900765098,2.220446049250313e-16,2.220446049250313e-16,0.08531739751693414,2.220446049250313e-16,0.16675686860030087,2.220446049250313e-16
78,3.378878150099047,0.5816517145901144,0.16198775559749973,2.220446049250313e-16,2.220446049250313e-16,0.03268422626593587,2.220446049250313e-16,0.1619849642170734,2.220446049250313e-16
79,3.6145443180726744,2.220446049250313e-16,0.3896115759502878,0.034606934504573285,0.11295175943591682,2.220446049250313e-16,2.220446049250313e-16,0.1472877941720923,2.220446049250313e-16
80,3.5719665739168547,2.220446049250313e-16,0.3770861346783806,0.02779419507696524,0.14082533816358223,2.220446049250313e-16,0.08191478467957398,0.03823152978276012,2.220446049250313e-16
81,3.152611996940048,2.220446049250313e-16,1.101072048013216,2.220446049250313e-16,0.23812565743470906,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
82,2.5547926756660786,0.034453715497636456,1.159544722347939,0.042487534407927637,0.6635764850358407,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
83,2.208387639708008,2.0873612195037175e-09,1.114583271538177,0.1346969088953707,0.788708122904752,0.0531114532484943,2.220446049250313e-16,0.040678341733440954,2.220446049250313e-16
84,1.3438815267316793,0.33963345969010644,1.2259934756688255,0.3039972738719816,0.9409228731604384,0.10499294795477848,2.220446049250313e-16,0.20966469904010923,2.220446049250313e-16
85,0.8278164892461607,0.5763278255770689,2.1707659620645994,2.220446049250313e-16,0.17992252618008395,0.23309707680404568,2.220446049250313e-16,0.6064147753026945,2.220446049250313e-16
86,0.2581539049205154,0.10633406678311227,3.6881487756115208,0.017438606479659724,0.04865373564755551,2.220446049250313e-16,2.220446049250313e-16,0.5097739007197546,2.220446049250313e-16
87,0.18377031904782684,2.220446049250313e-16,3.9117916111558904,0.09559893394796291,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.5306122893891307,0.004349412755999233
88,0.22629049379031493,2.220446049250313e-16,4.403248605791548,0.03691631927239065,0.024901085784105294,2.220446049250313e-16,2.220446049250313e-16,0.210474870445602,1.0900583471598955e-07
89,2.220446049250313e-16,2.220446049250313e-16,4.498470498371983,0.297175182577771,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
90,0.01686499010005823,2.220446049250313e-16,4.6053774781399675,2.220446049250313e-16,2.220446049250313e-16,0.19369534149489775,2.220446049250313e-16,0.012547448751567367,0.04268241723932913
91,2.220446049250313e-16,0.025771541023928736,4.638688906958935,2.220446049250313e-16,2.220446049250313e-16,0.11988942231077125,2.220446049250313e-16,0.11877541854339617,2.220446049250313e-16
92,2.220446049250313e-16,0.23049892662895993,4.045905173202453,0.013219244387300242,2.220446049250313e-16,0.5237772415082625,2.220446049250313e-16,0.07570863744211533,0.11729179029143473
93,2.220446049250313e-16,0.04657073575809393,3.9249523884516173,2.220446049250313e-16,0.08592568285434643,0.9375782814560417,2.220446049250313e-16,2.220446049250313e-16,0.0008296758726371025
94,2.220446049250313e-16,0.13214325739181168,3.6714824733833926,2.220446049250313e-16,2.220446049250313e-16,1.1212698413674167,2.220446049250313e-16,0.12266197204122671,2.220446049250313e-16
95,0.03374609707892417,0.1074987328507687,3.10747134545084,0.04735917414291566,2.220446049250313e-16,1.9178955098578219,0.029819603293211892,2.220446049250313e-16,2.220446049250313e-16
96,2.220446049250313e-16,0.1426929458757276,2.7877488706070204,2.220446049250313e-16,2.220446049250313e-16,2.0741040202363137,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
97,0.16515350855955982,0.014502382751698868,1.7637782864346223,2.220446049250313e-16,2.220446049250313e-16,3.0560774077397332,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
98,0.058475090763525486,0.08015909982291392,1.5061852389335528,0.747470959420039,2.220446049250313e-16,2.824795522995263,3.5916794666371603e-16,2.220446049250313e-16,2.220446049250313e-16
99,0.0001835222071491116,0.13493510989605245,0.9980390590301229,1.669927370842841,2.220446049250313e-16,1.9302700803947648,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
100,0.12430089832977889,0.32560501119803603,0.39340525735844134,2.3605901792764272,2.220446049250313e-16,0.9073198241668459,2.220446049250313e-16,0.04010315685007145,2.220446049250313e-16
101,0.4128435506707665,0.22543677504442702,0.6704514248832849,2.5996070053455416,2.220446049250313e-16,0.1669785253872691,2.220446049250313e-16,0.05151216603861668,2.220446049250313e-16
102,0.3040476447094212,0.22083256395122244,0.22554410210745526,3.056201148367066,2.220446049250313e-16,0.10480426819383473,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
103,0.40562086456114615,0.3927920594362665,0.3653456912228265,2.687198068274602,0.007567734127372839,0.09279996877162601,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
104,0.38050797903275557,0.8534666069156275,0.3685664618704376,2.2662280235060717,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16
105,0.6427031123665969,1.162156475365313,0.6949843505700093,1.8663439961481614,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.009402334796776948,2.220446049250313e-16
106,0.5578256059786589,1.493359082210766,0.3902210077175894,1.6230096994834662,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.2865401913922796,2.220446049250313e-16
107,0.4259870004889857,1.3265364801735895,0.5831791660332427,1.6851047275096358,0.011142692502158774,2.220446049250313e-16,2.220446049250313e-16,0.2019345270506096,2.220446049250313e-16
108,0.3871388632460569,1.5552371576191093,0.2531410288232092,1.5496619523716548,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.3114444149753591,2.220446049250313e-16
109,1.1858974155466413,1.4668122332973055,0.44814649262913414,0.9331983802406626,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.1666481976092193,2.220446049250313e-16
110,1.8504098743767687,0.7591306135452341,0.3823575710699591,0.6893800226833471,0.17932940797383076,2.220446049250313e-16,2.220446049250313e-16,0.2812704295032997,2.220446049250313e-16
111,2.5306168135600444,0.7939663119012841,0.6431106884667254,0.18213881823273298,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.2468963264047255,2.220446049250313e-16
112,2.825620886637388,0.518849578741623,0.27400701008853157,0.4584763331132275,2.220446049250313e-16,0.006979118920070528,2.220446049250313e-16,0.15436625300270942,2.220446049250313e-16
113,2.983678978322543,2.220446049250313e-16,0.1351053413499634,0.5496859616553788,0.04665205392226683,0.3270509426741571,2.220446049250313e-16,0.21435850239942078,2.220446049250313e-16
114,3.278454628816932,2.220446049250313e-16,0.21602785996311474,0.4793998965733311,0.004997569776016157,0.3251774048353556,2.220446049250313e-16,0.07680938407373508,2.220446049250313e-16
115,3.3073971671461146,0.3564991160186492,2.220446049250313e-16,0.5086564863615401,2.220446049250313e-16,0.21220743220148414,0.007199668417264295,0.09284660185436842,2.220446049250313e-16
116,3.49469625348442,0.1710227171143536,2.220446049250313e-16,0.25505821725356886,2.220446049250313e-16,0.10628254773167638,0.21486622289267818,2.220446049250313e-16,1.1314175569946266e-11
117,3.94918464681335,0.002320628026685464,2.220446049250313e-16,0.1921786700846253,2.220446049250313e-16,0.08522130556380983,0.06697826879787822,0.10284665785903285,2.220446049250313e-16
