,I,II,III,IV
0,0.6089753290184617,1.1187249794888576,0.2247425289197904,0.08964431670873824
1,0.5875780224880638,1.1868214119314024,0.17209233849774294,2.220446049250313e-16
2,0.4453335260196988,1.444030899582276,0.09147259818491571,2.220446049250313e-16
3,0.49812240909625133,1.4009870011990868,0.0995473216164551,2.220446049250313e-16
4,0.5398431041331505,1.3406175575757635,0.08841742061244783,2.220446049250313e-16
5,0.5502786019805376,1.3486424294972168,0.07424245279753408,2.220446049250313e-16
6,0.6798581622824106,1.2497552350065313,0.04348280908093504,2.220446049250313e-16
7,0.6400445103919841,1.2419296154209805,0.05169081658186073,2.220446049250313e-16
8,0.6062003662801625,1.3094471572314492,0.09071999699515312,2.220446049250313e-16
9,0.580739943284848,1.1404663926093965,0.22186918771320496,2.220446049250313e-16
10,0.622306767118534,0.9605025512003589,0.34173875938864334,2.220446049250313e-16
11,0.6736299239510324,0.9652931943819966,0.3290880918678128,2.220446049250313e-16
12,0.7568316215759648,0.844480570307674,0.3736326440588248,3.674455404011267e-09
13,0.8871133561750972,0.7329659722497808,0.3439467908288208,2.220446049250313e-16
14,0.9931892348656394,0.5564187092752481,0.39302256258511914,2.220446049250313e-16
15,0.852689222538084,0.6969207521641344,0.37411428036483063,2.220446049250313e-16
16,0.8244015892086561,0.7491687627263999,0.3777524448979419,2.220446049250313e-16
17,0.8126922311270871,0.8234416162643147,0.3171675806020455,2.220446049250313e-16
18,0.7076065020335804,1.0148733368369258,0.1492172324241961,0.11913039938904828
19,0.9217029983869404,0.6345143582036427,0.4473259715305384,2.220446049250313e-16
20,0.9387567442229802,0.6381613284064638,0.35578736407429434,0.017917109468334667
21,0.8205585065665449,0.9385036274810811,0.171428287146596,0.023499045272209997
22,0.7276967319206566,0.9025754208127394,0.23114709685007293,0.1864529365991059
23,0.710282829103785,0.9324932647466597,0.232316860026903,0.15064018496283907
24,0.6135071826603198,1.1399327860896045,0.16359553816247233,0.04061037688288048
25,0.5020100875114393,1.286635991520257,0.1135831516933357,0.029773919302627648
26,0.4675094175558468,1.2584752622012738,0.2140634277451178,2.220446049250313e-16
27,0.4962841145049506,1.2286644504494386,0.20419618262853834,2.220446049250313e-16
28,0.5592279936497166,1.282782034029955,0.13264185210117713,2.220446049250313e-16
29,0.5364081594644432,1.3919971189905236,0.03211427959625061,2.220446049250313e-16
30,0.5102770367150712,1.3577722519933306,0.11128893225612,2.220446049250313e-16
31,0.6058151444893699,1.2605862132634937,0.09047861060825693,2.220446049250313e-16
32,0.6758944144841987,1.2349599862223095,0.07072475369913042,2.220446049250313e-16
33,0.7175498673373827,1.2689296932240821,0.0027946134809934096,2.220446049250313e-16
34,0.6858331872560159,1.2830601312349978,2.806342854166172e-05,0.0014239201156150045
35,0.7648625446493924,1.0845285368859054,0.0574357019724171,2.220446049250313e-16
36,0.7430889657571802,0.988447440757258,0.17093353381222373,2.220446049250313e-16
37,1.0779832213082785,0.5492152056512852,0.22725164539726556,2.220446049250313e-16
38,1.0339378425149188,0.4124296250238297,0.4367003375032739,2.220446049250313e-16
39,1.1818109091665163,0.3450706364609566,0.333169422685083,2.220446049250313e-16
40,1.3501833219268173,0.21487673384900746,0.13833222062497122,0.02147114312822531
41,1.3135156321844403,0.24055391087668032,0.20331584016755258,0.0015126937952889372
42,1.2659952368031835,0.25589857009669015,0.2511737338374785,2.220446049250313e-16
43,1.3330427775235896,0.14330422971866116,0.34865992613411306,2.220446049250313e-16
44,1.09314800033756,0.2439694164517823,0.5392363769027723,2.220446049250313e-16
45,0.9442203843821709,0.38637661703895254,0.6134351056006073,2.220446049250313e-16
46,1.0443856728243783,0.38664965801475587,0.49734830381443773,6.737334095985362e-07
47,0.8023793765282317,0.5676314390970653,0.508400236184595,0.05766931698999742
48,0.9218075377028838,0.6112113590202509,0.30110037209029406,0.11018015308479727
49,0.9245081460034993,0.8084058705437043,0.06683636385673192,0.1166223488950198
50,1.249276122144018,0.3461586445818222,0.22660167715425467,2.220446049250313e-16
51,1.4043919670377618,0.2504471374141894,0.06581403752882231,1.3999391940227621e-12
52,1.3014752175487465,0.3809432279438187,0.06053288255373396,0.02760420495516349
53,1.0333938268309208,0.784063920390487,0.06760816796133366,0.010581191321567034
54,1.0830986042516562,0.39014070665591427,0.18757237605727875,0.318993456239427
55,0.9753633464389473,0.5158996563475468,0.14193083220854028,0.3095739757339796
56,0.8180431422990967,0.7195841647875253,0.09573638873990607,0.2938125766858753
57,0.6993622159631129,0.8796668577642333,0.2412912375260072,0.11645823358773048
58,0.6282712332242558,1.0268134880920632,0.2996021984078602,0.020090697060007007
59,0.6027828669266682,1.1072600166364859,0.27946490736767965,2.220446049250313e-16
60,0.5675490630658088,1.1892781457229418,0.24175583030932687,2.220446049250313e-16
61,0.5077828602270299,1.4750435049231343,0.14152947720523104,2.220446049250313e-16
62,0.5679955791439911,1.3651194714474368,0.17078228859237476,2.220446049250313e-16
63,0.41335901023037086,1.5347439063737152,0.10972805499626685,2.220446049250313e-16
64,0.5466528718072476,1.4328725607676709,0.024152402000307875,2.220446049250313e-16
65,0.68127509523277,1.2225705895794405,2.220446049250313e-16,0.026473127531842156
66,0.949528123371653,0.9716334550303545,2.220446049250313e-16,2.220446049250313e-16
67,0.7830377232758413,1.1590484385217923,0.05721995464232875,2.220446049250313e-16
68,0.6197724355732094,1.2505198450855175,0.1045644676444427,2.220446049250313e-16
69,0.7468266325437891,1.011142398180903,0.1566093870840789,2.220446049250313e-16
70,0.8495831997274622,0.8719642092532414,0.22837025277102907,2.220446049250313e-16
71,0.9412105177244008,0.6509973244039972,0.24587382231111085,2.220446049250313e-16
72,0.9423618180765172,0.5631678652908784,0.24542991320858,0.021224529179667002
73,1.079774308465289,0.45253075456814285,0.28588204599404066,0.029080646146180226
74,0.9274149263746589,0.648828294690402,0.25863589025974604,0.044882296237163714
75,1.1821716978806778,0.2654516845322461,0.23476403733293413,0.05709449843745903
76,1.4649876713487118,0.03258780282565652,0.18950725844276067,0.008744130064796194
77,1.5965896490329161,2.220446049250313e-16,0.08114615682887735,0.02714515832105811
78,1.5668470998985782,2.220446049250313e-16,0.1016241594375183,0.039905324107850894
79,1.5119156099290214,0.015318759119952379,0.18380811276200915,0.021635822376740253
80,1.493453262828795,0.01825965844048623,0.20328578404962563,2.220446049250313e-16
81,1.524050428534792,2.220446049250313e-16,0.27226652634734017,2.220446049250313e-16
82,1.2566827834060226,0.04914513090168795,0.5655478480532067,2.220446049250313e-16
83,1.0407203248707921,0.17063856073491132,0.6695447904491383,2.220446049250313e-16
84,0.9380650707210851,0.3092657681526779,0.7142534040400412,2.220446049250313e-16
85,1.3437067407906191,0.19283047637734982,0.21865232179610497,2.220446049250313e-16
86,1.3626266715399793,0.2057645171692542,0.10247632707029686,0.04304989840737851
87,1.3711572770246707,0.2985316760235797,2.220446049250313e-16,0.07963524539728549
88,1.2028984444871917,0.3442637641608088,0.10436945152654914,0.20747717018203188
89,0.9991945969819506,0.7047104090340481,0.12437398198491072,0.06308073013733681
90,1.2265586728870457,0.21875026522474791,0.13719424501790226,0.22036486961664417
91,1.1415812747620524,0.3752620905384007,0.11722074237451323,0.21329589184310777
92,1.1980806543554732,0.1973593554023108,0.2458392806483567,0.21701452645324407
93,1.167769437880212,0.2503798309336879,0.4372401134013488,0.0010508297005027793
94,1.121094131332415,0.23639801026318713,0.3974558262641062,0.11327549852681276
95,1.0949216545012603,0.35334459205413093,0.4823796275003652,2.220446049250313e-16
96,1.0614825770424525,0.2763823860119147,0.47756939580316793,2.220446049250313e-16
97,0.853185807028493,0.26232752154105016,0.7032822689213505,2.220446049250313e-16
98,0.7974146658294138,0.7191279720238162,0.5176466998510019,2.220446049250313e-16
99,0.4530588045509037,1.309396327447738,0.3187515973174973,2.220446049250313e-16
100,0.31778865804071793,1.6444219634660038,0.030897215259684897,0.02586001201171508
101,0.42414656729862416,1.6357964872382214,0.009485053209867447,2.220446049250313e-16
102,0.20644374815161776,1.8685659123872533,0.012486201078449746,2.220446049250313e-16
103,0.2998185123172687,1.7084925504931385,0.03742821803925678,2.220446049250313e-16
104,0.37673333111575563,1.574560226674572,2.220446049250313e-16,2.220446049250313e-16
105,0.6929824517415475,1.3712594565245644,2.220446049250313e-16,2.220446049250313e-16
106,0.7367455704105461,1.2339510202875938,2.220446049250313e-16,0.044978180497940536
107,0.7268055346106739,1.1981374726346523,0.039622885278037014,4.646275519393783e-12
108,0.7469775562230477,1.064120212025434,2.220446049250313e-16,0.052854712901606454
109,1.0818794087287582,0.7205439809968821,2.220446049250313e-16,0.002899489608393836
110,1.0706565803398633,0.5378358091419696,0.18442491727124774,2.220446049250313e-16
111,1.488465520305716,0.2004073049498923,0.06000153650645844,2.220446049250313e-16
112,1.3045950470609895,0.3453640569461396,0.10433828266263188,0.01671643746125904
113,1.1013714908292946,0.37938862208785823,0.3243180891900256,0.022772437797293474
114,1.2515557249125153,0.328743588255387,0.2656246956960359,2.220446049250313e-16
115,1.28386040841236,0.4093550694028381,0.2126479822357633,2.220446049250313e-16
116,1.3485037213319337,0.2400303401304,0.12201210048288066,0.056411519337150696
117,1.4427477160975528,0.12829382794997762,0.11600673211599653,0.12756766799400512
118,1.4744982320303979,0.04888244582016159,0.24235938457560557,0.021862745299925726
119,1.5121223936494075,2.220446049250313e-16,0.21130587608647403,1.2722030092209586e-12
120,1.54269757466399,2.220446049250313e-16,0.272421526068941,2.220446049250313e-16
121,1.4413139593413025,2.220446049250313e-16,0.3552678490376087,2.220446049250313e-16
122,1.3918260767199855,2.220446049250313e-16,0.42274723097878153,2.220446049250313e-16
123,1.2999870388068488,2.220446049250313e-16,0.4971346638973265,2.220446049250313e-16
124,1.053636579477207,0.03426714265965157,0.8380670198267632,2.220446049250313e-16
125,1.0279893335907075,0.1035810079011052,0.8361608710633772,2.220446049250313e-16
126,1.0082762686639974,0.16310417946406025,0.7285411192971583,2.220446049250313e-16
127,0.9287544334491199,0.07940323512312264,0.837841659264451,2.220446049250313e-16
128,1.110916575482632,0.1858717457009975,0.439736998432674,0.04700820250666284
129,1.1424094567039007,0.20784372678287968,0.32342475581895075,0.1385105820640239
130,1.234574401065699,0.20978383209072496,0.10876785055955143,0.23730774418744954
